Sno,Organisation,Location,Date,Rocket Status,Mission Status
2810,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jun 24, 1976 07:10 UTC",Retired,Success
2811,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Jun 19, 1976",Retired,Success
2812,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 16, 1976 13:09 UTC",Retired,Success
2813,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 15, 1976 13:19 UTC",Retired,Success
2814,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 08, 1976 07:00 UTC",Retired,Success
2815,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jun 02, 1976 22:30 UTC",Retired,Success
2816,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Wed Jun 02, 1976",Retired,Success
2817,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed May 26, 1976 09:00 UTC",Retired,Success
2818,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 21, 1976 07:00 UTC",Retired,Success
2819,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu May 20, 1976 09:00 UTC",Retired,Success
2820,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue May 18, 1976 11:00 UTC",Retired,Success
2821,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat May 15, 1976 13:30 UTC",Retired,Success
2822,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu May 13, 1976 22:28 UTC",Retired,Success
2823,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed May 12, 1976 17:57 UTC",Retired,Success
2824,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat May 08, 1976 15:00 UTC",Retired,Success
2825,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 05, 1976 07:50 UTC",Retired,Success
2826,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Fri Apr 30, 1976 19:12 UTC",Retired,Success
2827,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 28, 1976 13:30 UTC",Retired,Success
2828,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Apr 28, 1976 09:30 UTC",Retired,Success
2829,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Apr 09, 1976 08:30 UTC",Retired,Success
2830,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 07, 1976 13:05 UTC",Retired,Success
2831,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Apr 06, 1976 04:14 UTC",Retired,Success
2832,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 31, 1976 12:50 UTC",Retired,Success
2833,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 26, 1976 15:00 UTC",Retired,Success
2834,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Mon Mar 22, 1976 18:14 UTC",Retired,Success
2835,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 19, 1976 19:31 UTC",Retired,Success
2836,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 18, 1976 09:15 UTC",Retired,Success
2837,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 16, 1976 17:22 UTC",Retired,Success
2838,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Mar 14, 1976 01:25 UTC",Retired,Success
2839,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Mar 13, 1976 17:15 UTC",Retired,Success
2840,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Mar 12, 1976 13:30 UTC",Retired,Success
2841,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Mar 11, 1976 19:45 UTC",Retired,Success
2842,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Mar 10, 1976 08:00 UTC",Retired,Success
2843,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Feb 29, 1976 03:30 UTC",Retired,Success
2844,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Feb 20, 1976 14:01 UTC",Retired,Success
2845,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Feb 16, 1976 08:29 UTC",Retired,Success
2846,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Feb 12, 1976 13:00 UTC",Retired,Success
2847,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Feb 11, 1976 08:50 UTC",Retired,Success
2848,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Feb 05, 1976 14:39 UTC",Retired,Success
2849,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Wed Feb 04, 1976 05:00 UTC",Retired,Success
2850,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Feb 03, 1976 08:16 UTC",Retired,Success
2851,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Jan 29, 1976 23:56 UTC",Retired,Success
2852,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jan 29, 1976 08:30 UTC",Retired,Success
2853,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jan 28, 1976 10:39 UTC",Retired,Success
2854,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jan 22, 1976 22:26 UTC",Retired,Success
2855,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 22, 1976 11:38 UTC",Retired,Success
2856,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 20, 1976 17:07 UTC",Retired,Success
2857,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jan 15, 1976 05:34 UTC",Retired,Success
2858,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jan 07, 1976 15:34 UTC",Retired,Success
2859,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 06, 1976 04:52 UTC",Retired,Success
2860,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Dec 27, 1975 10:22 UTC",Retired,Success
2861,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 25, 1975 19:00 UTC",Retired,Success
2862,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Dec 22, 1975",Retired,Success
2863,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 19, 1975 14:00 UTC",Retired,Success
2864,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 17, 1975 11:06 UTC",Retired,Success
2865,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 16, 1975 09:50 UTC",Retired,Success
2866,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Dec 16, 1975 09:21 UTC",Retired,Success
2867,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Dec 14, 1975 05:15 UTC",Retired,Success
2868,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Dec 12, 1975 12:45 UTC",Retired,Success
2869,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 11, 1975 17:00 UTC",Retired,Success
2870,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Dec 04, 1975 20:38 UTC",Retired,Success
2871,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 03, 1975 10:00 UTC",Retired,Success
2872,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Nov 28, 1975 00:10 UTC",Retired,Success
2873,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Nov 25, 1975 17:00 UTC",Retired,Success
2874,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Nov 21, 1975 17:11 UTC",Retired,Success
2875,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Nov 21, 1975 09:20 UTC",Retired,Success
2876,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 17, 1975 14:36 UTC",Retired,Success
2877,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sun Nov 16, 1975 03:29 UTC",Retired,Success
2878,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Nov 15, 1975 10:12 UTC",Retired,Success
2879,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Nov 14, 1975 19:13 UTC",Retired,Success
2880,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Nov 04, 1975 15:19 UTC",Retired,Success
2881,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Oct 29, 1975 11:00 UTC",Retired,Success
2882,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 17, 1975 14:29 UTC",Retired,Success
2883,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Oct 09, 1975 19:15 UTC",Retired,Success
2884,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 01, 1975 08:30 UTC",Retired,Success
2885,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 30, 1975 18:38 UTC",Retired,Success
2886,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Sep 29, 1975 04:19 UTC",Retired,Success
2887,CNES,"ELD, Guiana Space Centre, French Guiana, France","Sat Sep 27, 1975 14:00 UTC",Retired,Success
2888,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Sep 26, 1975 00:17 UTC",Retired,Success
2889,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Sep 25, 1975 09:49 UTC",Retired,Success
2890,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Sep 24, 1975 12:00 UTC",Retired,Success
2891,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 23, 1975 10:00 UTC",Retired,Success
2892,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Sep 18, 1975 00:12 UTC",Retired,Success
2893,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Sep 17, 1975 07:10 UTC",Retired,Success
2894,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Sep 16, 1975 09:00 UTC",Retired,Success
2895,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 12, 1975 05:30 UTC",Retired,Success
2896,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue Sep 09, 1975 18:39 UTC",Retired,Success
2897,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Sep 09, 1975 05:30 UTC",Retired,Success
2898,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 09, 1975 00:19 UTC",Retired,Success
2899,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 05, 1975 14:49 UTC",Retired,Success
2900,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 02, 1975 13:09 UTC",Retired,Success
2901,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Aug 27, 1975 14:45 UTC",Retired,Success
2902,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Aug 22, 1975 02:11 UTC",Retired,Success
2903,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Aug 20, 1975 21:22 UTC",Retired,Success
2904,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 14, 1975 13:29 UTC",Retired,Success
2905,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 13, 1975 07:21 UTC",Retired,Success
2906,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jul 31, 1975 13:00 UTC",Retired,Success
2907,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sat Jul 26, 1975 13:30 UTC",Retired,Success
2908,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 24, 1975 19:00 UTC",Retired,Success
2909,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jul 23, 1975 13:00 UTC",Retired,Success
2910,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 17, 1975 09:10 UTC",Retired,Success
2911,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Jul 15, 1975 19:50 UTC",Retired,Success
2912,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jul 15, 1975 12:20 UTC",Retired,Success
2913,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jul 11, 1975 04:15 UTC",Retired,Success
2914,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 08, 1975 05:05 UTC",Retired,Success
2915,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jul 04, 1975 00:56 UTC",Retired,Success
2916,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jul 03, 1975 13:40 UTC",Retired,Success
2917,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jun 27, 1975 13:00 UTC",Retired,Success
2918,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 25, 1975 12:59 UTC",Retired,Success
2919,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jun 24, 1975 12:05 UTC",Retired,Success
2920,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jun 20, 1975 06:54 UTC",Retired,Success
2921,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Wed Jun 18, 1975 09:00 UTC",Retired,Success
2922,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jun 12, 1975 12:30 UTC",Retired,Success
2923,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Sun Jun 08, 1975 18:30 UTC",Retired,Success
2924,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jun 05, 1975 01:37 UTC",Retired,Success
2925,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Jun 03, 1975 13:20 UTC",Retired,Success
2926,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Tue Jun 03, 1975 09:00 UTC",Retired,Success
2927,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 30, 1975 06:45 UTC",Retired,Success
2928,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 28, 1975 07:29 UTC",Retired,Success
2929,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed May 28, 1975 00:25 UTC",Retired,Success
2930,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sun May 25, 1975 14:30 UTC",Retired,Success
2931,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat May 24, 1975 14:58 UTC",Retired,Success
2932,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu May 22, 1975 22:04 UTC",Retired,Success
2933,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 21, 1975 06:59 UTC",Retired,Success
2934,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue May 20, 1975 14:03 UTC",Retired,Success
2935,CNES,"ELD, Guiana Space Centre, French Guiana, France","Sat May 17, 1975 14:47 UTC",Retired,Success
2936,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya","Wed May 07, 1975 22:45 UTC",Retired,Success
2937,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Apr 29, 1975 10:23 UTC",Retired,Success
2938,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Apr 24, 1975 08:04 UTC",Retired,Success
2939,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Apr 22, 1975 21:10 UTC",Retired,Success
2940,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Apr 19, 1975 07:58 UTC",Retired,Success
2941,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Apr 18, 1975 16:48 UTC",Retired,Success
2942,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Apr 18, 1975 10:00 UTC",Retired,Success
2943,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 16, 1975 08:00 UTC",Retired,Success
2944,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Apr 14, 1975 17:52 UTC",Retired,Success
2945,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Apr 13, 1975 00:51 UTC",Retired,Success
2946,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Apr 11, 1975 07:57 UTC",Retired,Success
2947,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 08, 1975 18:30 UTC",Retired,Success
2948,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Apr 07, 1975 11:00 UTC",Retired,Success
2949,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Apr 05, 1975 11:04 UTC",Retired,Success
2950,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Apr 02, 1975 11:00 UTC",Retired,Success
2951,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Apr 01, 1975 12:30 UTC",Retired,Success
2952,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Mar 27, 1975 14:30 UTC",Retired,Success
2953,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 27, 1975 08:00 UTC",Retired,Success
2954,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 26, 1975 08:50 UTC",Retired,Success
2955,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 21, 1975 06:50 UTC",Retired,Success
2956,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Mar 12, 1975 08:55 UTC",Retired,Success
2957,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Mon Mar 10, 1975 04:41 UTC",Retired,Success
2958,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Feb 28, 1975 14:01 UTC",Retired,Success
2959,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Feb 26, 1975 09:00 UTC",Retired,Success
2960,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Mon Feb 24, 1975 05:25 UTC",Retired,Success
2961,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Feb 20, 1975 23:35 UTC",Retired,Success
2962,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Feb 12, 1975 14:30 UTC",Retired,Success
2963,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Feb 12, 1975 03:30 UTC",Retired,Success
2964,CNES,"ELD, Guiana Space Centre, French Guiana, France","Thu Feb 06, 1975 16:35 UTC",Retired,Success
2965,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Feb 06, 1975 04:49 UTC",Retired,Success
2966,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Feb 05, 1975 13:15 UTC",Retired,Success
2967,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jan 30, 1975 15:02 UTC",Retired,Success
2968,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 28, 1975 12:05 UTC",Retired,Success
2969,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jan 23, 1975 11:00 UTC",Retired,Success
2970,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 21, 1975 11:04 UTC",Retired,Success
2971,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jan 17, 1975 09:00 UTC",Retired,Success
2972,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 10, 1975 21:43 UTC",Retired,Success
2973,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 27, 1974 09:10 UTC",Retired,Success
2974,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 26, 1974 11:59 UTC",Retired,Success
2975,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Dec 24, 1974 11:00 UTC",Retired,Success
2976,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Dec 21, 1974 02:19 UTC",Retired,Success
2977,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 18, 1974 14:12 UTC",Retired,Success
2978,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 17, 1974 11:45 UTC",Retired,Success
2979,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Dec 13, 1974 13:30 UTC",Retired,Success
2980,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue Dec 10, 1974 07:11 UTC",Retired,Success
2981,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 02, 1974 09:40 UTC",Retired,Success
2982,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Nov 27, 1974 11:44 UTC",Retired,Success
2983,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Nov 21, 1974 23:43 UTC",Retired,Success
2984,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Nov 21, 1974 10:33 UTC",Retired,Success
2985,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Nov 20, 1974 12:00 UTC",Retired,Success
2986,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Nov 16, 1974 11:45 UTC",Retired,Success
2987,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Nov 05, 1974 09:40 UTC",Retired,Success
2988,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Nov 04, 1974 10:40 UTC",Retired,Success
2989,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Nov 01, 1974 14:20 UTC",Retired,Success
2990,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Oct 31, 1974 10:00 UTC",Retired,Success
2991,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Tue Oct 29, 1974 19:30 UTC",Retired,Success
2992,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Oct 28, 1974 10:17 UTC",Retired,Success
2993,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Oct 25, 1974 09:30 UTC",Retired,Success
2994,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Oct 24, 1974 12:38 UTC",Retired,Success
2995,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Oct 22, 1974 17:59 UTC",Retired,Success
2996,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Oct 18, 1974 22:36 UTC",Retired,Success
2997,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 18, 1974 15:00 UTC",Retired,Success
2998,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya","Tue Oct 15, 1974 07:47 UTC",Retired,Success
2999,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Oct 11, 1974 11:29 UTC",Retired,Success
3000,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Sep 26, 1974 16:34 UTC",Retired,Success
3001,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Sep 20, 1974 09:30 UTC",Retired,Success
3002,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Sep 19, 1974 14:57 UTC",Retired,Success
3003,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 11, 1974 17:40 UTC",Retired,Success
3004,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Aug 30, 1974 09:00 UTC",Retired,Success
3005,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Aug 29, 1974 15:00 UTC",Retired,Success
3006,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Aug 29, 1974 07:39 UTC",Retired,Success
3007,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Aug 28, 1974 20:10 UTC",Retired,Success
3008,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Aug 16, 1974 03:41 UTC",Retired,Success
3009,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Aug 14, 1974 15:45 UTC",Retired,Success
3010,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Aug 12, 1974",Retired,Success
3011,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Aug 07, 1974 12:49 UTC",Retired,Success
3012,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Aug 06, 1974 00:02 UTC",Retired,Success
3013,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 26, 1974 06:59 UTC",Retired,Success
3014,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 25, 1974 12:00 UTC",Retired,Success
3015,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jul 25, 1974 07:00 UTC",Retired,Success
3016,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 23, 1974 01:23 UTC",Retired,Success
3017,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Jul 14, 1974 05:17 UTC",Retired,Success
3018,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Fri Jul 12, 1974 13:55 UTC",Retired,Success
3019,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 12, 1974 12:15 UTC",Retired,Success
3020,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 11, 1974 11:00 UTC",Retired,Success
3021,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Jul 11, 1974 05:01 UTC",Retired,Success
3022,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 09, 1974 14:39 UTC",Retired,Success
3023,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 03, 1974 18:51 UTC",Retired,Success
3024,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Jun 29, 1974 15:59 UTC",Retired,Success
